,ItemSlot,Category,ItemCode,Item
430,MISC,SCROLL,SCSTUN,POWER_WORD_2
431,MISC,SCROLL,SCKILL,POWER_WORD_3
432,MISC,SCROLL,SPPR313C,PRAYER
433,MISC,SCROLL,SCPRISM,PRISMATIC_SPRAY
434,MISC,SCROLL,SCRL8F,PROJECT_IMAGE
435,MISC,SCROLL,SCRL03,PROTECTION_FROM_ACID
436,MISC,SCROLL,SCRL6Y,PROTECTION_FROM_ACID_1
437,MISC,SCROLL,SCRL04,PROTECTION_FROM_COLD
438,MISC,SCROLL,SCRL6I,PROTECTION_FROM_COLD_1
439,MISC,SCROLL,SCRL05,PROTECTION_FROM_ELECTRICITY
440,MISC,SCROLL,SCRL5T,PROTECTION_FROM_ELECTRICITY_1
441,MISC,SCROLL,SCRL8Y,PROTECTION_FROM_ENERGY
442,MISC,SCROLL,SCRL78,PROTECTION_FROM_EVIL
443,MISC,SCROLL,SCRL06,PROTECTION_FROM_FIRE
444,MISC,SCROLL,SCRL6H,PROTECTION_FROM_FIRE_1
445,MISC,SCROLL,SPPR306C,PROTECTION_FROM_FIRE_2
446,MISC,SCROLL,SPPR407C,PROTECTION_FROM_LIGHTNING
447,MISC,SCROLL,SCRL07,PROTECTION_FROM_MAGIC
448,MISC,SCROLL,SCRL7O,PROTECTION_FROM_MAGICAL_WEAPONS
449,MISC,SCROLL,SCRL7J,PROTECTION_FROM_MAGIC_ENERGY
450,MISC,SCROLL,SCRL1N,PROTECTION_FROM_NORMAL_MISSILES
451,MISC,SCROLL,SCRL6T,PROTECTION_FROM_NORMAL_WEAPONS
452,MISC,SCROLL,SCRL15,PROTECTION_FROM_PETRIFICATION
453,MISC,SCROLL,SCRL73,PROTECTION_FROM_PETRIFICATION_1
454,MISC,SCROLL,SCRL08,PROTECTION_FROM_POISON
455,MISC,SCROLL,SCRL8E,PROTECTION_FROM_THE_ELEMENTS
456,MISC,SCROLL,SCRL09,PROTECTION_FROM_UNDEAD
457,MISC,SCROLL,SPPR504C,RAISE_DEAD
458,MISC,SCROLL,SCRL6F,RAY_OF_ENFEEBLEMENT
459,MISC,SCROLL,SCRLAI,RAY_OF_ENFEEBLEMENT_1
460,MISC,SCROLL,SCRL5U,REFLECTED_IMAGE
461,MISC,SCROLL,SCREM,REMOVE_CURSE
462,MISC,SCROLL,SPPR307C,REMOVE_CURSE_1
463,MISC,SCROLL,SPPR108C,REMOVE_FEAR
464,MISC,SCROLL,SCRLA7,REMOVE_MAGIC
465,MISC,SCROLL,SPPR308C,REMOVE_PARALYSIS
466,MISC,SCROLL,SCRL94,RESIST_FEAR
467,MISC,SCROLL,SPPR712C,RESURRECTION
468,MISC,SCROLL,SCRL8G,RUBY_RAY_OF_REVERSAL
469,MISC,SCROLL,SCRL6O,SECRET_WORD
470,MISC,SCROLL,SCSHDS,SHADES
471,MISC,SCROLL,SCRL2H,SHADOW_DOOR
472,MISC,SCROLL,SCSHAD,SHADOW_MONSTERS
473,MISC,SCROLL,SCRL9Y,SHAPECHANGE
474,MISC,SCROLL,SCRL79,SHIELD
475,MISC,SCROLL,SCRL80,SHOCKING_GRASP
476,MISC,SCROLL,SCSHRO,SHROUD_OF_FLAME
477,MISC,SCROLL,SPPR211C,SILENCE
478,MISC,SCROLL,SCRL8Z,SIMULACRUM
479,MISC,SCROLL,SCRL1P,SKULL_TRAP
480,MISC,SCROLL,SCRL81,SLEEP
481,MISC,SCROLL,SCRL1O,SLOW
482,MISC,SCROLL,SPPR212C,SLOW_POISON
483,MISC,SCROLL,SCSNILL,SNILLOC_S_SNOWBALL_SWARM
484,MISC,SCROLL,SPPR608C,SOL_S_SEARING_ORB
485,MISC,SCROLL,SCRL9M,SPELLSTRIKE
486,MISC,SCROLL,SCRL7V,SPELL_DEFLECTION
487,MISC,SCROLL,SCRL6S,SPELL_IMMUNITY
488,MISC,SCROLL,SCRL8L,SPELL_SEQUENCER
489,MISC,SCROLL,SCRL8X,SPELL_SHIELD
490,MISC,SCROLL,SCRL6J,SPELL_THRUST
491,MISC,SCROLL,SCRL9L,SPELL_TRAP
492,MISC,SCROLL,SCRL9D,SPELL_TRIGGER
493,MISC,SCROLL,SCRL8D,SPELL_TURNING
494,MISC,SCROLL,SCRL8M,SPHERE_OF_CHAOS
495,MISC,SCROLL,SCRL6R,SPIDER_SPAWN
496,MISC,SCROLL,SPPR512C,SPIKE_STONES
497,MISC,SCROLL,SCSPIR,SPIRIT_ARMOR
498,MISC,SCROLL,SCRLA6,SPOOK
499,MISC,SCROLL,SPPR412C,STATIC_CHARGE
500,MISC,SCROLL,SCRL97,STINKING_CLOUD
501,MISC,SCROLL,SCSTON,STONESKIN
502,MISC,SCROLL,SCSTF,STONE_TO_FLESH
503,MISC,SCROLL,SCRLPET,STONE_TO_FLESH_SCROLL
504,MISC,SCROLL,SCRL98,STRENGTH
505,MISC,SCROLL,SCRLZZ,SUMMON_COW
506,MISC,SCROLL,SCRL8T,SUMMON_DJINNI
507,MISC,SCROLL,SCRL8S,SUMMON_EFREETI
508,MISC,SCROLL,SCRL9B,SUMMON_FIEND
509,MISC,SCROLL,SCRL8U,SUMMON_HAKEASHAR
510,MISC,SCROLL,SCRL8B,SUMMON_NISHRUU
511,MISC,SCROLL,SCSSHA,SUMMON_SHADOW
512,MISC,SCROLL,SPPR707C,SUNRAY
513,MISC,SCROLL,SCRL9F,SYMBOL
514,MISC,SCROLL,SCRLAO,SYMBOL_1
515,MISC,SCROLL,SCRLAN,SYMBOL_2
516,MISC,SCROLL,SPPR714C,SYMBOL_OF_PAIN
517,MISC,SCROLL,SCRL6Q,TELEPORT_FIELD
518,MISC,SCROLL,SCTENS,TENSER_S_TRANSFORMATION
519,MISC,SCROLL,SCRL9R,TIME_STOP
520,MISC,SCROLL,SCRL7M,TRUE_SIGHT
521,MISC,SCROLL,SCRL1Q,VAMPIRIC_TOUCH
522,MISC,SCROLL,SCRL3G,VOCALIZE
523,MISC,SCROLL,SCRL9V,WAIL_OF_THE_BANSHEE
524,MISC,SCROLL,SCRL99,WEB
525,MISC,SCROLL,SCRLB4,WISH
526,MISC,SCROLL,SCRLA1,WIZARD_EYE
527,MISC,SCROLL,SCRL7W,WYVERN_CALL
528,MISC,WAND,WANDMIS,PEMBY_S_WAND_OF_MANY_MISSILES
529,MISC,WAND,WANDARM,WAND_OF_ARMORY
530,MISC,WAND,WANDCOR,WAND_OF_CORROSION
531,MISC,WAND,WAND02,WAND_OF_FEAR
532,MISC,WAND,WAND05,WAND_OF_FIRE
533,MISC,WAND,WANDFRE,WAND_OF_FREEZING_DEATH
534,MISC,WAND,WAND06,WAND_OF_FROST
535,MISC,WAND,WAND07,WAND_OF_LIGHTNING
536,MISC,WAND,WAND03,WAND_OF_MAGIC_MISSILES
537,MISC,WAND,WAND12,WAND_OF_MAGIC_MISSILES_1
538,MISC,WAND,WAND10,WAND_OF_MONSTER_SUMMONING
539,MISC,WAND,WAND04,WAND_OF_PARALYZATION
540,MISC,WAND,WAND08,WAND_OF_SLEEP
541,MISC,WAND,WAND11,WAND_OF_THE_HEAVENS
542,MISC,WAND,WANDTRP,WAND_OF_TRAP_DETECTION
543,RING,RING,ANTIMAG,ANTIMAG
544,RING,RING,APORT,APORT
545,RING,RING,MDK2RING,BIG_GUN
546,RING,RING,BRING,BRING
547,RING,RING,CISTONE,CISTONE
548,RING,RING,BDCONSTR,CONSTRUCT_IMMUNITY_ITEM_DO_NOT_TRANSLATE
549,RING,RING,RINGCOP,COPY_OF_MARKETH_S_RING
550,RING,RING,CSALRING,CSALRING
551,RING,RING,RINGED,EDION_S_RING_OF_WIZARDRY
552,RING,RING,EIDANRNG,EIDAN_S_LEGACY_RING
553,RING,RING,ELEMPRIN,ELEMPRIN
554,RING,RING,FARTRNG,FARTRNG
555,RING,RING,RING18,FIRE_OPAL_RING
556,RING,RING,RING17,FLAMEDANCE_RING
557,RING,RING,FSALRING,FSALRING
558,RING,RING,GHOST,GHOST
559,RING,RING,RING10,GOLD_RING
560,RING,RING,URING2A,GREATER_RING_OF_THE_WARRIOR
561,RING,RING,OHHIDE,HIDE_IN_SHADOWS
562,RING,RING,BELT13,HOLY_SYMBOL_OF_HELM
563,RING,RING,BELT12,HOLY_SYMBOL_OF_LATHANDER
564,RING,RING,BELT14,HOLY_SYMBOL_OF_TALOS
565,RING,RING,ILLBLUR,ILLBLUR
566,RING,RING,IMMUNE1,IMMUNE1
567,RING,RING,IMMUNE2,IMMUNE2
568,RING,RING,IMMUNE3,IMMUNE3
569,RING,RING,SPRNGB01,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL
570,RING,RING,SPRNGB02,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_1
571,RING,RING,SPRNGB03,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_2
572,RING,RING,SPRNGB04,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_3
573,RING,RING,SPRNGL01,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_4
574,RING,RING,SPRNGL02,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_5
575,RING,RING,SPRNGL03,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_6
576,RING,RING,SPRNGL04,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_7
577,RING,RING,SPRNGS01,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_8
578,RING,RING,SPRNGS02,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_9
579,RING,RING,SPRNGS03,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_10
580,RING,RING,SPRNGS04,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_11
581,RING,RING,SPRNGW01,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_12
582,RING,RING,SPRNGW02,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_13
583,RING,RING,SPRNGW03,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_14
584,RING,RING,SPRNGW04,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_15
585,RING,RING,SPRNGZ05,INTERESTING_WELL_WE_MUST_BE_OFF_FAREWELL_16
586,RING,RING,INVULNER,INVULNER
587,RING,RING,IRONGOL,IRONGOL
588,RING,RING,RING13,JADE_RING
589,RING,RING,JASPER,JASPER_S_RING_OF_SHOCKING_GRASP
590,RING,RING,KAYRING,KAYLESSA_S_RING
591,RING,RING,RINGKON,KONTIK_S_RING_OF_WIZARDRY
592,RING,RING,LWRING,LWRING
593,RING,RING,MAGE06,MAGE06
594,RING,RING,MIN1HP,MIN1HP
595,RING,RING,MIN2HP,MIN2HP
596,RING,RING,MOVE20,MOVE20
597,RING,RING,MOVRAT10,MOVRAT10
598,RING,RING,NOMAGIC,NOMAGIC
599,RING,RING,REG1HP2,REG1HP2
600,RING,RING,REGHP1,REGHP1
601,RING,RING,REGHP2,REGHP2
602,RING,RING,RIDRING,RIDRING
603,RING,RING,GOLSTONE,RING
604,RING,RING,RING01,RING_1
605,RING,RING,RING90,RING_2
606,RING,RING,RING91,RING_3
607,RING,RING,RING95,RING_4
608,RING,RING,RING97,RING_5
609,RING,RING,STALKER,RING_6
610,RING,RING,STUPID,RING_7
611,RING,RING,RINGDEMN,RINGDEMN
612,RING,RING,RINGMAL,RINGMAL
613,RING,RING,RINGTOM,RINGTOM
614,RING,RING,RINGWOLF,RINGWOLF
615,RING,RING,RING03,RING_OF_ANIMAL_FRIENDSHIP
616,RING,RING,REGEN,RING_OF_AURA_TRANSFUSION
617,RING,RING,URING4C,RING_OF_AURA_TRANSFUSION_1
618,RING,RING,DBONE,RING_OF_DWARVEN_BONE
619,RING,RING,RING02,RING_OF_FIRE_RESISTANCE
620,RING,RING,RINGFIR,RING_OF_FIRE_RESISTANCE_1
621,RING,RING,CIGBARD,RING_OF_FREE_ACTION
622,RING,RING,FREEACT,RING_OF_FREE_ACTION_1
623,RING,RING,RING09,RING_OF_FREE_ACTION_2
624,RING,RING,URING5A,RING_OF_GREATER_RESISTANCE
625,RING,RING,RING22,RING_OF_HOLINESS
626,RING,RING,RING21,RING_OF_INFRAVISION
627,RING,RING,URING3C,RING_OF_INTELLIGENCE
628,RING,RING,CIRAKSH1,RING_OF_INVISIBILITY
629,RING,RING,URING1B,RING_OF_LESSER_RESISTANCE
630,RING,RING,URING2B,RING_OF_MISSILE_DEFLECTION
631,RING,RING,RINGPAN,RING_OF_PAIN_AMPLIFICATION
632,RING,RING,RING06,RING_OF_PROTECTION_PLUS1
633,RING,RING,RING07,RING_OF_PROTECTION_PLUS2
634,RING,RING,URING4A,RING_OF_RECKLESS_ACTION
635,RING,RING,URING3A,RING_OF_RESISTANCE
636,RING,RING,SRING,RING_OF_SANCTUARY
637,RING,RING,SHADOWS,RING_OF_SHADOWS
638,RING,RING,URING3B,RING_OF_STRENGTH
639,RING,RING,GORGON,RING_OF_THE_GORGON
640,RING,RING,URING4B,RING_OF_THE_PROTECTOR_PLUS2
641,RING,RING,URING1A,RING_OF_THE_WARRIOR
642,RING,RING,URING5B,RING_OF_THE_WARRIOR_THIEF
643,RING,RING,WISP,RING_OF_THE_WILL_O_WISP
644,RING,RING,RING08,RING_OF_WIZARDRY
645,RING,RING,FAMMY,SANDTHIEF_S_RING
646,RING,RING,MAGE01,SANDTHIEF_S_RING_1
647,RING,RING,SEEALL,SEEALL
648,RING,RING,SHLDRNG,SHIELD_RING
649,RING,RING,RING11,SILVER_RING
650,RING,RING,SQRLREG,SQRLREG
651,RING,RING,SUMAN,SUMAN
652,RING,RING,SUMRING,SUMRING
653,RING,RING,RINGLUR,TARNISHED_RING
654,RING,RING,RINGELF,THE_ELFBONE_RING_OF_KIRAN_HAI
655,RING,RING,TRAN100,TRAN100
656,RING,RING,TRANS,TRANS
657,RING,RING,TRANS2,TRANS2
658,RING,RING,TRANS20,TRANS20
659,RING,RING,TRANS3,TRANS3
660,RING,RING,TRANS4,TRANS4
661,RING,RING,TRANS40,TRANS40
662,RING,RING,TRANS5,TRANS5
663,RING,RING,TRANS60,TRANS60
664,RING,RING,TROLLDE,TROLLDE
665,RING,RING,TROLLIMM,TROLLIMM
666,RING,RING,TROLLREG,TROLLREG
667,RING,RING,ULRING,ULCASTER_ACADEMY_RING
668,RING,RING,VAMPREG,VAMPREG
669,RING,RING,VAMPREG1,VAMPREG1
670,RING,RING,YXURESI,YXURESI
671,SHIELD,SHIELD,SHLD08,BUCKLER
672,SHIELD,SHIELD,SHLD09,BUCKLER_1
673,SHIELD,SHIELD,SHLD10,BUCKLER_2
674,SHIELD,SHIELD,USHLD3B,GREAT_SHIELD_PLUS3
675,SHIELD,SHIELD,SHLD05,LARGE_SHIELD
676,SHIELD,SHIELD,SHLD15,LARGE_SHIELD_1
677,SHIELD,SHIELD,SHLD18,LARGE_SHIELD_2
678,SHIELD,SHIELD,USHLD4A,LARGE_SHIELD_OF_STRENGTH_PLUS1
679,SHIELD,SHIELD,BLCKSHD,LARGE_SHIELD_PLUS1
680,SHIELD,SHIELD,SHLD06,LARGE_SHIELD_PLUS1_1
681,SHIELD,SHIELD,SHLD07,LARGE_SHIELD_PLUS1_2
682,SHIELD,SHIELD,USHLD2B,LARGE_SHIELD_PLUS1_OF_MISSILE_DEFLECTION
683,SHIELD,SHIELD,LYRE,LYRE_OF_PROGRESSION
684,SHIELD,SHIELD,SHLD03,MEDIUM_SHIELD
685,SHIELD,SHIELD,SHLD13,MEDIUM_SHIELD_1
686,SHIELD,SHIELD,SHLD04,MEDIUM_SHIELD_PLUS1
687,SHIELD,SHIELD,CDMYST,MYSTERY_OF_THE_DEAD_PLUS3
688,SHIELD,SHIELD,MYSTERY,MYSTERY_OF_THE_DEAD_PLUS3_1
689,SHIELD,SHIELD,NYMSHLD,NYM_S_RHINO_BEETLE_SHIELD_PLUS2
690,SHIELD,SHIELD,ORRSHLD,ORRICK_S_RHINO_BEETLE_SHIELD_PLUS3
691,SHIELD,SHIELD,USHLD2A,REINFORCED_LARGE_SHIELD_PLUS1
692,SHIELD,SHIELD,USHLD3A,REINFORCED_LARGE_SHIELD_PLUS2
693,SHIELD,SHIELD,BEETSHLD,RHINO_BEETLE_SHIELD
694,SHIELD,SHIELD,SHSHLD,SHIELD_OF_THE_HAND
695,SHIELD,SHIELD,CISPGRD2,SMALL_SHIELD
696,SHIELD,SHIELD,SHLD01,SMALL_SHIELD_1
697,SHIELD,SHIELD,SHLD02,SMALL_SHIELD_PLUS1
698,SHIELD,SHIELD,CDSTOUT,STOUTWARD_PLUS1
699,SHIELD,SHIELD,STOUT,STOUTWARD_PLUS1_1
700,SHIELD,SHIELD,DNTSHD1,SUNDERED_SHIELD_OF_TIERNON_PLUS1
701,SHIELD,SHIELD,DNTSHD2,SUNDERED_SHIELD_OF_TIERNON_PLUS2
702,SHIELD,SHIELD,ARGENT,THE_ARGENT_SHIELD_PLUS2
703,SHIELD,SHIELD,SHLDBCH,THE_BITCH_QUEEN_S_ENVOY_PLUS2
704,SHIELD,SHIELD,SHLDRED,THE_RED_KNIGHT_S_SHIELD_PLUS3
705,SHIELD,SHIELD,REVENAN,THE_SHIELD_OF_THE_REVENANT_PLUS2
706,SHIELD,SHIELD,WAUKEEN,WAUKEEN_S_DEFENDER_PLUS2
707,WEAPON,AXE,ZZU6CS,AXE_OF_CAGED_SOULS_PLUS3
708,WEAPON,AXE,AXEMINO,AXE_OF_THE_MINOTAUR_LORD_PLUS4
709,WEAPON,AXE,AX1H01,BATTLE_AXE
710,WEAPON,AXE,RANAX,BATTLE_AXE_1
711,WEAPON,AXE,AX1H02,BATTLE_AXE_PLUS1
712,WEAPON,AXE,AX1H03,BATTLE_AXE_PLUS2
713,WEAPON,AXE,U1HAX3B,BATTLE_AXE_PLUS2_1
714,WEAPON,AXE,XAX1H03,BATTLE_AXE_PLUS2_2
715,WEAPON,AXE,ENSW2H,BATTLE_AXE_PLUS3
716,WEAPON,AXE,U1HAX4A,BATTLE_AXE_PLUS3_1
717,WEAPON,AXE,U1HAX4B,BENORG_S_TRUTH_PLUS3
718,WEAPON,AXE,U1HAX2A,CHARGED_BATTLE_AXE_PLUS2
719,WEAPON,AXE,FKILLER,FAITH_KILLER_PLUS2
720,WEAPON,AXE,U1HAX1A,FLAWLESS_BATTLE_AXE
721,WEAPON,AXE,U2HAX1A,FLAWLESS_TWO_HANDED_AXE
722,WEAPON,AXE,U2HAX5A,FOE_S_FATE_PLUS4
723,WEAPON,AXE,ZZN6GC,GUKTOK_S_CHOPPER_PLUS2
724,WEAPON,AXE,HQAXE,HIGH_QUALITY_BATTLE_AXE
725,WEAPON,AXE,U2HAX3A,INFECTED_TWO_HANDED_AXE_PLUS2
726,WEAPON,AXE,J2HAXE,JORIL_S_AXE_PLUS3
727,WEAPON,AXE,LONESOM,LONESOME_ROAD_PLUS3
728,WEAPON,AXE,U1HAX3A,POISONOUS_BATTLE_AXE_PLUS2
729,WEAPON,AXE,SHAX4D4C,SHAX4D4C
730,WEAPON,AXE,SHAXE2C,SHAXE2C
731,WEAPON,AXE,CELEBRA,THE_CELEBRANT_S_BLADE_PLUS4
732,WEAPON,AXE,AX1H04,THROWING_AXE
733,WEAPON,AXE,AX1H05,THROWING_AXE_PLUS2
734,WEAPON,AXE,2HAXE,TWO_HANDED_AXE
735,WEAPON,AXE,AX2H01,TWO_HANDED_AXE_1
736,WEAPON,AXE,U2HAX4A,TWO_HANDED_AXE_OF_GREATER_PHASING_PLUS2
737,WEAPON,AXE,U2HAX4B,TWO_HANDED_AXE_OF_RESISTANCE_PLUS3
738,WEAPON,AXE,U2HAX3B,TWO_HANDED_AXE_PLUS2
739,WEAPON,AXE,U2HAX2A,TWO_HANDED_FIRE_AXE_PLUS1
740,WEAPON,AXE,CDYOUNG,YOUNG_RAGE_PLUS5
741,WEAPON,AXE,YOUNG,YOUNG_RAGE_PLUS5_1
742,WEAPON,BASTARDSWORD,AMAUNAT,AMAUNATOR_S_LEGACY_PLUS3
743,WEAPON,BASTARDSWORD,COMPS01,BASTARD_SWORD
744,WEAPON,BASTARDSWORD,RANBSWD,BASTARD_SWORD_1
745,WEAPON,BASTARDSWORD,SW1H01,BASTARD_SWORD_2
746,WEAPON,BASTARDSWORD,UBSWD3B,BASTARD_SWORD_OF_ACTION_PLUS1
747,WEAPON,BASTARDSWORD,UBSWD4B,BASTARD_SWORD_OF_GREATER_PHASING_PLUS3
748,WEAPON,BASTARDSWORD,SW1H02,BASTARD_SWORD_PLUS1
749,WEAPON,BASTARDSWORD,SW1H03,BASTARD_SWORD_PLUS1_1
750,WEAPON,BASTARDSWORD,UBSWD3A,BASTARD_SWORD_PLUS2
751,WEAPON,BASTARDSWORD,UBSWD4C,BASTARD_SWORD_PLUS2_1
752,WEAPON,BASTARDSWORD,UBSWD4A,BASTARD_SWORD_PLUS3
753,WEAPON,BASTARDSWORD,UBSWD5B,BASTARD_SWORD_PLUS3_1
754,WEAPON,BASTARDSWORD,BEHWEP,BEHWEP
755,WEAPON,BASTARDSWORD,UBSWD5A,CANCEROUS_BASTARD_SWORD_PLUS4
756,WEAPON,BASTARDSWORD,UBSWD1A,FANG
757,WEAPON,BASTARDSWORD,UBSWD2B,FLAMING_BASTARD_SWORD_PLUS1
758,WEAPON,BASTARDSWORD,HQBSWRD,HIGH_QUALITY_BASTARD_SWORD
759,WEAPON,BASTARDSWORD,UBSWD2A,PHASING_BASTARD_SWORD_PLUS1
760,WEAPON,BASTARDSWORD,REAVER,THE_SNOW_MAIDEN_S_REAVER_PLUS2
761,WEAPON,BASTARDSWORD,ZZG7TS,TROLLSLAYER_PLUS1
762,WEAPON,CLUB,BLUN01,CLUB
763,WEAPON,CLUB,GASP,CLUB_1
764,WEAPON,CLUB,RANCLUB,CLUB_2
765,WEAPON,CLUB,DAZER,DAZER
766,WEAPON,CLUB,XCLUB,DAZER_1
767,WEAPON,CLUB,DEBIAN,DEBIAN_S_ROD_OF_SMITING
768,WEAPON,CLUB,ZZS6SC,EVIL_SPIDER_CRUSHER_OF_DOOM_PLUS2
769,WEAPON,CLUB,PEACEKE,PEACEKEEPER_PLUS3
770,WEAPON,CLUB,SCEPTRE,SCEPTER_OF_TYRANNY_PLUS4
771,WEAPON,CLUB,SHILLEL,SHILLELAGH
772,WEAPON,CLUB,SMCUDGE,STAR_METAL_CUDGEL
773,WEAPON,CLUB,SVIAN,SVIAN_S_CLUB_PLUS5
774,WEAPON,DAGGER,APPLEBN,APPLEBANE_PLUS1
775,WEAPON,DAGGER,EHDAG,APSEL_S_DAGGER
776,WEAPON,DAGGER,CWMJELL,ATTACK
777,WEAPON,DAGGER,CWOJELL,ATTACK_1
778,WEAPON,DAGGER,KRIS,BONE_KRIS_OF_BLACK_ICHOR_PLUS3
779,WEAPON,DAGGER,AURIL,BREATH_OF_AURIL_PLUS3
780,WEAPON,DAGGER,UDAGG4A,CHAOS_DAGGER_PLUS3
781,WEAPON,DAGGER,DAGG01,DAGGER
782,WEAPON,DAGGER,GULLWYN,DAGGER_OF_SAFE_HARBOR_PLUS3
783,WEAPON,DAGGER,MISC75,DAGGER_OF_VENOM_PLUS2
784,WEAPON,DAGGER,DAGG02,DAGGER_PLUS1
785,WEAPON,DAGGER,DAGG03,DAGGER_PLUS2
786,WEAPON,DAGGER,DAGG04,DAGGER_PLUS2_1
787,WEAPON,DAGGER,FANGGF,FANG_OF_THE_GLOOMFROST_PLUS4
788,WEAPON,DAGGER,UDAGG1A,FIRE_DAGGER_PLUS1
789,WEAPON,DAGGER,UDAGG3A,FIRE_DAGGER_PLUS2
790,WEAPON,DAGGER,FIREKIS,FIRE_KISS_PLUS3
791,WEAPON,DAGGER,HQDAGG,HIGH_QUALITY_DAGGER
792,WEAPON,DAGGER,UDAGG3C,LIFE_DAGGER_PLUS2
793,WEAPON,DAGGER,LOVER,LOVER_PLUS4
794,WEAPON,DAGGER,UDAGG2B,MAGE_DAGGER_PLUS1
795,WEAPON,DAGGER,UDAGG3B,MAGE_DAGGER_PLUS2
796,WEAPON,DAGGER,UDAGG4B,MAGE_DAGGER_PLUS3
797,WEAPON,DAGGER,UDAGG5A,MAGE_DAGGER_PLUS4
798,WEAPON,DAGGER,NYMDAGG,NYM_S_DAGGER_PLUS2
799,WEAPON,DAGGER,WITHERY,OL_WITHERY_PLUS2
800,WEAPON,DAGGER,UDAGG1B,PHASE_DAGGER
801,WEAPON,DAGGER,PRESDAG,PRESIO_S_DAGGER_PLUS2
802,WEAPON,DAGGER,RELIAN,RELIANCE_PLUS4
803,WEAPON,DAGGER,SPINE,SPINESHEATH_PLUS1
804,WEAPON,DAGGER,UDAGG2A,STATIC_DAGGER_PLUS1
805,WEAPON,DAGGER,TONGUE,THE_SALAMANDER_S_TONGUE_PLUS3
806,WEAPON,DAGGER,DAGG05,THROWING_DAGGER
807,WEAPON,FLAIL,UFLAL2A,CROOKED_FLAIL_PLUS1
808,WEAPON,FLAIL,UFLAL3A,FAST_FLAIL_PLUS2
809,WEAPON,FLAIL,UFLAL4A,FIRE_FLAIL_PLUS3
810,WEAPON,FLAIL,BLUN02,FLAIL
811,WEAPON,FLAIL,SFLAIL,FLAIL_1
812,WEAPON,FLAIL,MAE,FLAIL_OF_MAE
813,WEAPON,FLAIL,BLUN03,FLAIL_PLUS1
814,WEAPON,FLAIL,UFLAL2B,HAMMER_FLAIL_PLUS2
815,WEAPON,FLAIL,HQMSTAR,HIGH_QUALITY_MORNING_STAR
816,WEAPON,FLAIL,UMSTR2B,LESSER_STATIC_STAR_PLUS1
817,WEAPON,FLAIL,ZZM5MH,MISERY_S_HERALD_PLUS3
818,WEAPON,FLAIL,BLUN06,MORNING_STAR
819,WEAPON,FLAIL,UMSTR5A,MORNING_STAR_OF_ACTION_PLUS4
820,WEAPON,FLAIL,UMSTR2A,MORNING_STAR_OF_CONFUSION_PLUS1
821,WEAPON,FLAIL,UMSTR3C,MORNING_STAR_OF_LESSER_PHASING_PLUS2
822,WEAPON,FLAIL,UMSTR4A,MORNING_STAR_OF_THE_GODS
823,WEAPON,FLAIL,BLUN07,MORNING_STAR_PLUS1
824,WEAPON,FLAIL,XBLUN07,MORNING_STAR_PLUS1_1
825,WEAPON,FLAIL,UMSTR3A,MORNING_STAR_PLUS2
826,WEAPON,FLAIL,ENMORN,MORNING_STAR_PLUS3
827,WEAPON,FLAIL,UMSTR5B,MORNING_STAR_PLUS4
828,WEAPON,FLAIL,PEST,PESTILENT_DAWN_PLUS4
829,WEAPON,FLAIL,UMSTR3B,SANCTIFIED_MORNING_STAR_PLUS3
830,WEAPON,FLAIL,UFLAL5A,SHOCKING_FLAIL_PLUS4
831,WEAPON,FLAIL,FLAILSK,SKULLFLAIL_PLUS4
832,WEAPON,FLAIL,UMSTR4B,STATIC_STAR_PLUS3
833,WEAPON,FLAIL,GIVING,THE_GIVING_STAR
834,WEAPON,FLAIL,TOMB,TOMBSWEEPER_PLUS3
835,WEAPON,HALBERD,UHALB3B,DARIG_S_REST_PLUS2
836,WEAPON,HALBERD,UHALB2A,DISEASED_HALBERD_PLUS1
837,WEAPON,HALBERD,UHALB4A,DOOM_HALBERD_PLUS3
838,WEAPON,HALBERD,FAYR,FAYR_S_HALBERD_PLUS3
839,WEAPON,HALBERD,UHALB2B,FINEST_HALBERD
840,WEAPON,HALBERD,UHALB2C,GIANT_HALBERD
841,WEAPON,HALBERD,UHALB5A,GREAT_HALBERD_PLUS4
842,WEAPON,HALBERD,HALB01,HALBERD
843,WEAPON,HALBERD,UHALB1A,HALBERD_OF_SPARKS_PLUS1
844,WEAPON,HALBERD,UHALB3A,HALBERD_PLUS1
845,WEAPON,HALBERD,HQHALB,HIGH_QUALITY_HALBERD
